@relation gentil-rude
@attribute massa NUMERIC
@attribute altura NUMERIC
@attribute dentes {normais,afiados}
@attribute corolhos {escura, clara, vermelha}
@attribute gentil {S,N}
@data
148.65,2.34,normais,escura,S
110.26,1.54,normais,vermelha,N
127.99,1.51,normais,vermelha,N
139.95,2.32,afiados,vermelha,N
81.05,1.83,normais,clara,S
150.23,2.36,normais,escura,S
84.16,1.65,normais,vermelha,N
118.40,1.93,normais,escura,S
86.66,2.30,normais,clara,S
52.83,1.78,normais,clara,S
67.41,2.28,normais,escura,S
128.97,1.68,afiados,vermelha,N
173.87,2.11,afiados,clara,N
76.97,2.18,afiados,clara,S
108.16,2.37,normais,clara,S
175.24,2.21,afiados,clara,N
166.19,1.56,normais,escura,S
85.57,2.31,afiados,escura,S
107.63,1.92,afiados,escura,N
148.74,1.90,normais,escura,S
80.97,1.99,afiados,vermelha,S
68.13,1.73,afiados,escura,N
117.65,2.21,normais,clara,S
149.13,1.86,afiados,escura,N
105.72,1.51,normais,escura,S
116.50,2.04,normais,clara,S
173.38,2.14,afiados,vermelha,N
179.39,1.78,afiados,escura,N
51.48,2.10,normais,vermelha,S
178.39,1.80,normais,escura,S
64.74,1.54,normais,escura,S
152.09,2.17,afiados,escura,N
108.13,1.81,afiados,clara,N
51.62,1.64,afiados,escura,N
167.84,2.17,normais,escura,S
100.05,1.90,normais,escura,S
69.70,1.91,afiados,clara,S
74.78,1.51,normais,escura,S
66.93,2.18,normais,clara,S
79.20,1.53,normais,escura,S
79.07,1.60,normais,vermelha,N
175.14,1.94,normais,clara,S
102.29,1.53,normais,vermelha,N
62.45,1.53,normais,clara,S
130.65,2.34,normais,vermelha,N
158.82,1.54,normais,vermelha,N
50.93,1.67,normais,vermelha,N
124.38,1.64,afiados,clara,N
52.44,2.31,afiados,escura,S
121.13,1.75,normais,clara,S
178.35,1.90,afiados,escura,N
71.55,2.06,normais,vermelha,S
71.97,1.94,normais,escura,S
116.59,2.00,afiados,clara,N
161.36,1.63,afiados,escura,N
94.21,2.06,afiados,clara,S
57.64,1.99,afiados,escura,S
110.06,1.91,normais,vermelha,N
78.78,1.91,afiados,clara,S
60.76,1.61,normais,vermelha,N
80.01,2.01,normais,clara,S
176.20,2.35,normais,clara,S
126.50,2.02,normais,vermelha,N
62.16,1.67,afiados,clara,N
71.21,2.09,afiados,vermelha,S
91.73,2.33,afiados,escura,S
171.71,1.52,normais,escura,S
160.21,1.90,afiados,clara,N
171.05,1.83,afiados,clara,N
77.49,1.80,afiados,escura,S
163.68,1.87,afiados,vermelha,N
119.40,1.76,afiados,escura,N
64.23,1.83,normais,escura,S
113.18,1.72,normais,clara,S
115.83,2.00,normais,clara,S
153.40,2.02,afiados,clara,N
139.27,2.30,afiados,clara,N
73.84,2.28,afiados,vermelha,S
126.29,1.84,normais,clara,S
170.24,1.60,normais,escura,S
76.97,1.80,normais,escura,S
165.23,2.13,afiados,vermelha,N
127.53,1.84,normais,vermelha,N
135.06,2.15,normais,escura,S
129.45,1.97,afiados,escura,N
172.95,1.86,afiados,vermelha,N
103.39,2.02,normais,escura,S
101.64,1.72,normais,escura,S
55.43,1.55,normais,clara,S
168.69,1.62,normais,vermelha,N
64.16,1.70,afiados,escura,N
152.80,1.61,afiados,escura,N
163.53,1.76,normais,vermelha,N
165.13,2.28,normais,clara,S
69.72,1.54,afiados,vermelha,N
50.68,1.75,normais,vermelha,N
74.68,1.88,afiados,vermelha,S
90.22,2.37,normais,escura,S
94.47,1.92,afiados,vermelha,S
155.17,1.99,normais,escura,S
147.85,2.38,normais,escura,S
87.26,1.69,normais,escura,S
129.42,1.61,afiados,vermelha,N
87.69,1.99,normais,clara,S
141.87,2.21,normais,escura,S
157.12,1.66,normais,vermelha,N
84.73,1.63,afiados,vermelha,N
159.41,1.53,normais,vermelha,N
94.94,2.22,normais,clara,S
117.18,2.02,afiados,escura,N
104.83,2.24,afiados,escura,N
116.15,1.57,afiados,clara,N
161.32,2.01,normais,clara,S
148.34,2.07,normais,clara,S
108.00,1.80,normais,clara,S
95.65,1.93,normais,vermelha,S
135.85,1.92,normais,escura,S
98.07,2.37,normais,escura,S
94.36,1.75,afiados,clara,N
138.10,2.24,normais,escura,S
174.35,1.63,afiados,clara,N
138.34,1.84,afiados,escura,N
88.09,2.09,normais,vermelha,S
89.71,1.95,normais,clara,S
105.43,1.91,afiados,clara,N
176.34,2.18,afiados,escura,N
137.76,2.20,normais,escura,S
121.45,1.81,normais,escura,S
119.64,2.16,afiados,escura,N
170.40,2.31,afiados,vermelha,N
152.37,2.08,afiados,vermelha,N
55.95,1.84,afiados,clara,S
69.84,1.71,afiados,clara,N
130.79,2.24,afiados,escura,N
113.67,1.81,normais,vermelha,N
144.50,1.58,normais,vermelha,N
155.97,2.23,normais,vermelha,N
106.83,1.98,afiados,escura,N
124.30,2.01,normais,vermelha,N
142.78,1.80,normais,vermelha,N
115.17,2.35,afiados,vermelha,N
111.39,2.14,normais,escura,S
131.99,2.32,normais,clara,S
100.22,2.33,normais,escura,S
121.17,2.35,normais,clara,S
89.56,1.80,normais,escura,S
170.41,2.28,normais,escura,S
170.35,1.74,afiados,vermelha,N
132.07,2.07,normais,escura,S
52.35,2.02,afiados,clara,S
159.67,1.99,normais,vermelha,N
103.06,2.35,normais,clara,S
61.60,2.10,afiados,escura,N
132.36,2.38,normais,clara,S
99.81,1.60,normais,clara,S
160.10,1.95,normais,vermelha,N
177.67,2.33,normais,clara,S
140.25,2.19,afiados,escura,N
131.93,2.03,normais,vermelha,N
172.50,2.39,afiados,escura,N
108.27,1.79,normais,clara,S
140.86,2.32,normais,vermelha,N
93.91,2.19,normais,clara,S
74.63,1.86,normais,clara,S
144.74,1.57,normais,clara,S
132.83,1.63,normais,vermelha,N
98.28,1.90,afiados,vermelha,S
135.31,2.09,normais,escura,S
93.68,2.36,normais,escura,S
98.61,1.51,normais,escura,S
90.45,1.78,afiados,escura,N
54.18,1.73,afiados,escura,N
90.97,2.36,normais,vermelha,S
50.20,2.38,afiados,escura,S
141.39,2.00,normais,clara,S
179.97,2.40,afiados,vermelha,N
99.45,1.56,afiados,clara,N
66.31,1.84,afiados,escura,S
176.96,2.29,normais,escura,S
72.88,2.32,normais,escura,S
149.32,1.98,afiados,vermelha,N
117.58,2.03,afiados,escura,N
71.49,2.39,normais,clara,S
124.24,1.52,afiados,vermelha,N
52.08,2.12,normais,vermelha,S
120.11,2.05,afiados,vermelha,N
67.79,1.87,afiados,escura,S
157.78,2.21,afiados,vermelha,N
176.27,2.35,normais,clara,S
167.88,1.97,afiados,clara,N
120.28,2.11,afiados,escura,N
120.82,1.79,normais,escura,S
95.25,2.10,normais,vermelha,S
101.61,2.33,normais,clara,S
163.25,2.16,afiados,escura,N
94.96,2.19,normais,escura,S
116.38,1.80,normais,escura,S
57.64,1.83,afiados,escura,S
126.99,2.21,afiados,escura,N
87.36,2.03,normais,clara,S
119.16,2.01,normais,vermelha,N
80.76,1.59,afiados,clara,N
138.42,2.32,normais,clara,S
140.04,2.24,afiados,vermelha,N
143.39,2.01,normais,vermelha,N
84.15,2.35,afiados,vermelha,S
164.82,2.14,normais,clara,S
92.54,1.97,afiados,clara,S
150.40,1.61,afiados,escura,N
81.69,1.90,afiados,vermelha,S
96.17,1.55,afiados,vermelha,N
153.26,1.87,normais,vermelha,N
171.24,2.33,normais,vermelha,N
100.08,1.80,afiados,clara,N
61.80,2.10,normais,clara,S
155.96,1.83,normais,escura,S
71.13,1.61,afiados,vermelha,N
168.80,1.82,normais,vermelha,N
119.42,1.73,normais,clara,S
120.26,1.69,afiados,clara,N
142.11,1.96,normais,clara,N
56.87,1.91,normais,clara,S
141.89,1.98,afiados,clara,N
172.63,1.99,afiados,vermelha,N
120.36,1.82,normais,clara,S
87.66,2.25,normais,escura,S
150.15,2.07,normais,vermelha,N
87.68,1.84,afiados,clara,S
64.98,2.28,afiados,escura,S
106.30,2.26,afiados,clara,N
164.14,1.82,afiados,escura,N
109.72,1.85,normais,escura,S
178.48,2.34,normais,escura,N
163.84,1.64,normais,vermelha,N
164.58,2.21,afiados,clara,N
78.70,1.51,afiados,vermelha,N
57.78,2.23,normais,vermelha,S
156.26,1.72,afiados,vermelha,N
103.73,1.83,normais,clara,S
55.26,1.58,afiados,vermelha,N
92.60,2.34,afiados,vermelha,S
85.89,2.15,afiados,vermelha,S
72.11,1.81,afiados,clara,S
133.30,2.24,normais,clara,S
164.67,1.86,afiados,escura,N
65.16,1.69,normais,vermelha,N
113.17,1.61,normais,vermelha,N
154.93,2.06,afiados,vermelha,N
95.61,1.71,normais,escura,S
126.13,1.59,normais,escura,S
87.27,1.99,afiados,vermelha,S
50.49,1.99,normais,escura,S
145.95,1.75,normais,escura,S
100.02,2.20,afiados,clara,N
123.35,1.61,normais,clara,S
133.22,2.33,afiados,escura,N
109.72,2.19,afiados,clara,N
100.17,1.68,normais,clara,S
171.27,2.05,afiados,vermelha,N
53.38,1.86,afiados,clara,S
70.54,2.00,afiados,clara,S
132.05,1.52,afiados,vermelha,N
114.64,1.51,afiados,vermelha,N
52.79,2.32,normais,vermelha,S
93.06,2.12,afiados,vermelha,S
118.66,1.64,normais,escura,S
96.36,2.12,afiados,clara,S
165.54,1.85,afiados,escura,N
118.24,2.03,normais,clara,S
176.17,2.19,normais,clara,S
107.77,2.17,normais,clara,S
75.03,2.02,afiados,clara,S
169.07,2.12,afiados,escura,S
118.95,2.06,afiados,escura,N
81.93,2.25,normais,clara,S
118.73,1.75,normais,clara,S
63.99,2.34,afiados,escura,S
85.15,1.68,afiados,vermelha,N
65.19,1.97,afiados,vermelha,S
160.99,1.86,normais,vermelha,N
113.81,1.84,afiados,escura,N
139.61,1.95,normais,vermelha,N
149.99,1.79,normais,vermelha,N
132.64,1.95,afiados,vermelha,N
77.77,1.95,normais,escura,S
131.91,1.65,normais,clara,S
131.67,1.73,afiados,clara,N
158.11,1.74,afiados,vermelha,S
168.27,1.52,normais,vermelha,N
96.90,1.62,afiados,clara,N
95.32,1.94,afiados,vermelha,S
63.89,1.91,afiados,vermelha,S
177.87,2.13,normais,escura,S
87.26,2.31,normais,vermelha,S
119.68,2.11,normais,clara,S
76.61,2.37,afiados,clara,S
166.22,1.81,normais,clara,S
154.20,1.85,afiados,escura,N
53.36,2.35,afiados,vermelha,N
148.25,1.69,normais,escura,S
141.50,2.04,afiados,clara,S
140.84,2.02,normais,vermelha,N
117.91,1.63,normais,escura,S
78.17,1.94,normais,escura,N
178.02,2.24,normais,escura,S
121.02,2.24,afiados,escura,N
83.94,1.56,afiados,escura,N
123.16,2.38,afiados,vermelha,N
163.04,1.83,afiados,escura,N
107.78,1.96,normais,clara,S
174.89,1.89,afiados,escura,N
172.58,1.93,normais,vermelha,N
121.33,1.96,normais,clara,S
98.21,2.23,normais,clara,S
136.53,2.26,afiados,escura,N
85.71,1.66,afiados,escura,N
175.13,2.14,afiados,clara,N
87.03,2.18,normais,clara,S
126.04,1.90,afiados,vermelha,N
147.80,1.93,normais,clara,S
55.76,1.86,normais,clara,S
132.37,1.96,normais,escura,S
139.23,2.21,afiados,clara,N
70.79,1.61,afiados,vermelha,N
88.81,2.15,afiados,clara,S
58.59,1.98,afiados,escura,S
140.99,2.14,afiados,vermelha,N
153.28,1.60,afiados,escura,N
90.76,1.89,normais,escura,S
99.46,2.11,normais,vermelha,S
117.17,2.26,normais,vermelha,N
52.20,1.61,normais,clara,S
95.92,1.65,normais,escura,S
120.87,2.36,normais,clara,S
88.43,2.37,afiados,clara,S
90.09,1.91,normais,clara,S
94.86,2.28,afiados,escura,S
81.84,2.38,normais,escura,S
102.23,1.76,afiados,escura,N
89.92,1.96,normais,escura,S
138.87,2.14,afiados,clara,N
90.74,2.26,normais,vermelha,S
98.74,2.28,afiados,clara,S
72.39,1.79,afiados,vermelha,N
115.02,2.01,afiados,vermelha,N
139.66,2.16,afiados,escura,N
99.48,1.52,normais,clara,S
170.85,2.08,normais,vermelha,N
144.31,2.37,afiados,escura,N
72.90,1.61,afiados,vermelha,N
115.13,2.28,afiados,escura,N
89.25,1.92,normais,escura,S
116.69,2.12,normais,clara,S
95.54,2.40,normais,vermelha,S
135.50,2.34,afiados,escura,N
149.19,1.97,normais,vermelha,N
173.49,1.93,afiados,clara,N
127.45,2.28,normais,clara,S
138.17,1.77,afiados,vermelha,N
107.16,1.50,afiados,vermelha,N
93.78,1.77,afiados,clara,N
150.52,2.20,normais,vermelha,N
162.20,1.81,normais,vermelha,N
63.88,1.87,afiados,vermelha,S
102.72,1.79,normais,clara,S
123.28,2.28,afiados,escura,N
56.14,2.03,afiados,escura,S
131.20,1.83,afiados,clara,N
146.54,2.30,afiados,clara,N
107.10,2.19,normais,clara,S
115.81,1.86,afiados,escura,N
177.44,1.58,afiados,escura,N
87.92,2.14,afiados,vermelha,S
87.04,1.62,afiados,escura,N
82.43,1.85,normais,vermelha,S
148.45,1.78,afiados,vermelha,N
55.11,2.12,afiados,escura,S
104.13,1.91,afiados,vermelha,N
78.88,2.05,normais,escura,S
117.23,1.51,normais,vermelha,N
99.64,2.28,normais,vermelha,N
137.91,2.26,afiados,vermelha,N
175.52,2.01,normais,clara,S
72.18,1.57,afiados,escura,S
101.59,1.86,normais,clara,S
120.02,2.05,normais,vermelha,N
154.97,1.76,normais,vermelha,N
89.66,1.81,afiados,clara,S
133.33,2.09,normais,vermelha,N
71.97,1.59,afiados,clara,N
97.62,1.95,normais,clara,S
139.07,1.66,afiados,vermelha,N
120.17,1.60,normais,vermelha,N
99.78,1.83,afiados,escura,S
146.96,1.75,afiados,vermelha,N
61.94,2.11,normais,vermelha,S
54.64,2.09,afiados,vermelha,S
151.14,2.08,normais,clara,S
145.74,1.72,normais,escura,S
75.01,2.35,normais,vermelha,S
129.31,2.12,afiados,clara,N
117.32,2.04,normais,clara,S
123.38,2.25,normais,clara,S
135.37,1.74,normais,escura,S
58.15,2.16,afiados,clara,S
155.68,1.82,normais,vermelha,N
127.93,2.13,afiados,clara,N
118.17,2.31,afiados,clara,N
105.46,1.79,normais,clara,S
144.04,2.35,normais,vermelha,N
63.76,2.05,normais,vermelha,S
148.00,1.58,normais,vermelha,N
120.01,1.79,afiados,clara,N
77.68,1.60,afiados,vermelha,N
161.22,1.54,normais,vermelha,N
91.16,1.98,afiados,escura,S
135.49,1.98,afiados,escura,N
58.76,1.62,afiados,escura,N
130.40,2.35,afiados,escura,N
89.57,2.28,normais,escura,S
151.27,1.84,afiados,vermelha,N
111.84,1.65,afiados,clara,N
110.36,1.81,normais,escura,S
64.67,2.09,afiados,clara,S
91.97,1.82,normais,escura,S
93.02,2.14,normais,vermelha,S
105.76,2.01,normais,clara,S
148.89,1.53,normais,escura,S
72.48,2.35,normais,clara,S
158.81,2.38,normais,vermelha,N
167.21,1.60,normais,clara,S
121.26,2.30,afiados,escura,N
101.30,1.76,normais,escura,S
76.74,2.36,normais,escura,S
62.68,2.02,normais,vermelha,S
53.35,1.65,normais,vermelha,N
138.76,1.54,afiados,clara,N
92.84,1.62,normais,vermelha,N
127.69,2.21,afiados,escura,N
99.01,1.75,afiados,escura,N
134.37,2.39,afiados,vermelha,N
109.15,1.69,afiados,escura,N
81.12,1.74,normais,clara,S
108.60,2.07,normais,vermelha,N
169.45,1.57,afiados,vermelha,N
133.55,2.34,normais,vermelha,N
111.96,1.85,normais,vermelha,N
84.47,1.71,normais,vermelha,N
147.68,1.50,afiados,escura,N
129.50,1.57,normais,clara,S
74.39,1.86,afiados,escura,S
108.10,1.94,afiados,clara,N
138.82,1.94,afiados,vermelha,N
158.49,1.54,normais,vermelha,N
73.73,1.69,afiados,vermelha,N
82.14,1.93,normais,vermelha,S
159.23,1.79,afiados,escura,N
109.42,2.17,normais,clara,S
92.18,1.56,afiados,escura,N
144.27,2.22,afiados,vermelha,N
174.47,2.27,afiados,escura,N
149.61,1.99,afiados,escura,N
143.25,2.11,afiados,clara,S
111.91,1.78,normais,escura,S
119.99,1.80,normais,clara,S
167.95,2.15,normais,escura,S
148.10,2.10,afiados,escura,N
120.12,1.77,normais,vermelha,N
132.37,2.31,normais,vermelha,N
120.10,2.05,normais,clara,S
85.43,1.64,normais,vermelha,N
60.51,2.03,normais,vermelha,S
143.56,2.05,afiados,vermelha,N
71.43,2.35,afiados,escura,S
52.34,1.62,normais,clara,S
161.88,1.95,normais,escura,S
144.35,2.20,afiados,vermelha,N
86.14,1.60,normais,clara,S
52.35,1.90,normais,clara,S
139.18,1.80,afiados,escura,N
96.56,1.83,afiados,clara,S
148.04,1.61,afiados,escura,N
133.90,1.78,normais,clara,S
109.34,2.29,afiados,escura,N
80.38,2.12,normais,clara,S
101.14,2.14,afiados,clara,N
125.95,1.97,normais,vermelha,N
129.75,2.35,normais,vermelha,N
56.09,1.60,normais,vermelha,N
100.36,2.39,normais,clara,S
111.21,1.80,afiados,escura,N
134.74,1.78,afiados,vermelha,N
66.60,2.22,normais,escura,S
87.83,1.91,normais,clara,S
73.44,2.11,afiados,clara,S
131.36,1.59,normais,vermelha,N
74.78,2.21,normais,vermelha,S
147.03,1.62,normais,escura,N
148.06,1.70,afiados,escura,S
137.97,2.15,afiados,escura,N
145.86,1.82,afiados,clara,N
84.57,1.75,afiados,clara,N
50.23,2.07,afiados,clara,S
150.53,1.65,normais,vermelha,N
91.00,2.00,normais,vermelha,S
117.33,2.27,normais,clara,S
146.96,2.17,afiados,escura,N
71.32,1.93,normais,vermelha,S
109.97,1.62,afiados,clara,N
128.45,2.10,afiados,clara,N
151.84,1.93,normais,vermelha,N
94.74,1.59,normais,clara,S
175.08,1.73,normais,vermelha,S
91.20,2.21,normais,vermelha,S
154.08,1.89,normais,escura,S
121.45,2.03,afiados,clara,N
144.07,2.18,afiados,vermelha,N
108.57,1.81,normais,vermelha,N
107.51,1.55,afiados,clara,N
147.41,2.36,normais,escura,S
138.25,1.68,afiados,vermelha,N
163.58,1.58,afiados,vermelha,N
64.33,1.83,afiados,clara,S
167.68,2.00,afiados,vermelha,N
135.40,2.14,normais,clara,S
161.97,1.55,normais,escura,N
62.63,1.71,afiados,clara,N
78.16,2.22,normais,vermelha,S
161.77,1.59,normais,escura,S
147.66,1.60,normais,vermelha,N
114.33,1.99,normais,clara,S
178.93,2.29,normais,escura,S
104.23,2.00,normais,clara,S
60.45,2.34,normais,vermelha,S
128.15,2.10,normais,escura,S
89.69,1.56,afiados,escura,N
62.81,1.62,afiados,clara,N
113.97,2.13,afiados,vermelha,N
86.60,1.87,afiados,clara,S
93.53,1.77,afiados,escura,N
133.18,1.75,normais,escura,S
179.02,1.68,normais,vermelha,N
115.89,2.10,normais,vermelha,N
56.45,1.84,normais,clara,S
84.90,1.78,normais,clara,S
103.13,2.09,normais,escura,S
119.28,2.33,normais,escura,S
126.80,1.76,normais,clara,S
160.00,1.63,normais,escura,S
166.71,1.81,normais,escura,S
144.69,2.34,normais,escura,S
147.22,1.54,normais,clara,S
58.89,1.72,normais,escura,S
60.74,2.36,normais,escura,S
159.37,1.82,afiados,vermelha,N
121.56,1.78,normais,escura,S
160.32,2.12,afiados,clara,N
143.36,2.39,afiados,escura,N
62.31,1.59,normais,escura,S
123.36,2.25,normais,vermelha,N
152.41,1.80,afiados,escura,N
121.41,1.62,afiados,escura,N
133.35,1.79,normais,vermelha,N
99.96,2.01,afiados,escura,S
136.07,2.29,normais,escura,S
70.00,2.16,normais,escura,S
153.26,2.06,normais,escura,S
120.83,2.06,afiados,clara,N
95.03,1.87,normais,clara,S
133.91,2.36,normais,vermelha,N
144.03,1.51,normais,clara,S
96.70,1.82,afiados,escura,S
110.67,2.08,afiados,escura,N
117.42,2.03,afiados,escura,N
107.77,1.98,afiados,clara,N
69.61,2.07,normais,clara,S
150.71,1.69,normais,escura,S
62.33,2.05,normais,escura,S
137.01,2.12,afiados,vermelha,S
111.95,1.76,normais,vermelha,N
57.40,1.94,normais,vermelha,S
94.43,1.70,normais,vermelha,N
163.70,1.89,afiados,clara,N
60.18,2.31,afiados,clara,S
82.66,1.73,afiados,vermelha,N
170.35,2.27,afiados,clara,N
62.81,1.72,normais,clara,S
174.43,2.10,afiados,escura,N
135.86,2.39,normais,clara,S
79.34,2.10,normais,clara,S
66.37,1.84,afiados,vermelha,S
56.52,1.89,afiados,escura,S
94.66,1.77,afiados,vermelha,N
86.37,1.50,normais,escura,S
155.79,1.81,normais,clara,S
119.42,2.32,afiados,clara,N
54.84,1.62,normais,vermelha,N
92.85,2.28,normais,clara,S
76.04,1.58,normais,clara,S
105.95,1.77,afiados,escura,N
118.63,2.09,afiados,escura,N
116.97,2.06,normais,clara,S
95.03,2.36,afiados,clara,S
85.27,1.76,afiados,clara,N
56.49,1.60,afiados,vermelha,N
84.24,2.03,normais,vermelha,S
106.33,2.16,afiados,vermelha,N
151.49,2.03,normais,escura,S
116.23,1.83,afiados,escura,N
85.50,1.58,afiados,escura,N
71.93,2.22,afiados,clara,S
110.22,2.13,afiados,vermelha,N
170.18,1.95,afiados,escura,N
74.68,1.95,normais,clara,S
84.73,1.98,normais,escura,S
155.67,2.12,afiados,clara,N
75.09,2.10,afiados,escura,S
96.47,1.79,afiados,clara,N
55.72,2.13,normais,escura,S
98.08,2.40,normais,vermelha,S
114.25,2.25,normais,vermelha,N
164.62,1.84,normais,vermelha,N
177.96,1.63,normais,clara,S
66.87,1.74,afiados,clara,N
159.11,1.93,afiados,clara,N
141.73,2.33,normais,escura,S
150.91,2.26,afiados,vermelha,N
145.07,2.04,normais,clara,S
87.64,1.64,afiados,clara,N
67.87,2.33,normais,clara,S
120.34,1.60,afiados,vermelha,N
166.62,2.27,normais,clara,S
53.99,1.62,normais,escura,S
118.48,2.18,afiados,escura,N
135.42,1.96,normais,escura,S
105.51,2.29,afiados,vermelha,N
72.34,2.30,normais,vermelha,S
119.32,1.92,afiados,vermelha,N
134.70,1.77,afiados,clara,N
175.53,1.98,normais,vermelha,N
69.62,2.27,normais,vermelha,S
84.35,1.97,normais,vermelha,N
137.46,1.62,afiados,clara,N
117.62,1.52,normais,vermelha,N
138.28,1.83,normais,vermelha,N
115.99,2.35,afiados,escura,N
164.11,2.24,afiados,clara,S
78.92,2.24,normais,clara,S
156.35,1.63,afiados,clara,N
155.24,2.17,afiados,clara,N
87.73,1.79,normais,clara,S
70.24,2.16,normais,vermelha,S
57.49,1.87,normais,vermelha,S
90.00,2.24,normais,escura,S
126.99,1.63,afiados,escura,N
134.02,2.22,afiados,vermelha,N
52.93,2.09,normais,escura,S
147.72,1.98,normais,vermelha,N
130.47,1.59,afiados,escura,N
59.26,2.26,afiados,clara,S
154.71,2.33,normais,clara,S
134.81,1.90,normais,vermelha,N
164.82,1.66,afiados,clara,N
58.95,2.10,normais,vermelha,S
172.90,2.14,afiados,escura,N
149.71,1.63,normais,clara,S
107.13,1.92,normais,escura,S
131.27,2.01,normais,vermelha,N
177.22,2.22,afiados,clara,N
74.72,1.90,normais,clara,S
76.17,2.39,normais,vermelha,S
136.99,1.57,normais,clara,S
67.14,2.03,afiados,clara,S
127.23,1.63,afiados,escura,N
95.68,2.17,normais,clara,S
178.31,1.71,normais,clara,S
144.54,2.05,afiados,vermelha,S
74.88,2.08,afiados,clara,S
176.04,1.67,afiados,escura,N
88.99,2.15,afiados,clara,S
96.75,1.97,normais,vermelha,S
87.81,2.15,afiados,clara,S
56.26,2.35,normais,vermelha,S
139.65,1.59,normais,vermelha,N
123.10,1.58,afiados,clara,N
94.03,2.24,afiados,escura,S
58.32,1.93,afiados,vermelha,S
96.97,1.60,normais,escura,S
104.21,1.91,normais,escura,S
144.90,2.04,afiados,vermelha,N
176.61,2.24,normais,escura,S
125.35,2.40,normais,vermelha,N
171.31,2.30,normais,clara,S
166.04,1.72,normais,escura,S
118.46,2.18,normais,escura,S
157.40,2.30,afiados,clara,N
122.63,1.67,afiados,clara,N
53.15,1.56,afiados,escura,N
128.66,1.90,normais,escura,S
162.30,1.94,normais,clara,S
138.82,1.77,afiados,vermelha,N
176.84,2.25,afiados,clara,N
156.50,1.66,normais,vermelha,N
84.72,1.71,normais,escura,S
136.61,2.33,afiados,clara,N
105.53,2.40,afiados,clara,N
90.84,1.63,afiados,escura,N
90.48,2.10,normais,clara,S
118.98,2.09,normais,clara,S
149.80,2.04,afiados,vermelha,N
99.32,2.00,afiados,vermelha,S
80.18,2.06,afiados,vermelha,S
82.61,1.64,afiados,clara,N
50.30,1.68,afiados,vermelha,N
106.56,2.34,afiados,clara,N
63.25,2.11,afiados,escura,S
148.43,2.18,afiados,escura,N
120.60,2.13,normais,escura,S
130.54,1.75,afiados,vermelha,N
179.01,2.12,normais,escura,S
136.36,1.53,normais,escura,S
89.11,1.64,normais,clara,S
110.33,1.61,afiados,clara,N
124.86,2.00,normais,clara,S
86.76,1.99,afiados,clara,S
127.07,1.69,normais,vermelha,N
177.90,1.72,normais,escura,S
100.81,2.09,normais,clara,S
70.92,1.63,afiados,escura,N
60.42,2.30,afiados,vermelha,S
172.43,2.17,afiados,clara,N
126.42,2.32,afiados,vermelha,N
95.60,1.83,normais,vermelha,S
99.47,1.53,normais,escura,S
90.65,2.21,normais,escura,S
100.06,1.97,afiados,clara,N
137.03,1.68,normais,vermelha,N
107.01,1.76,afiados,clara,N
154.52,2.18,normais,clara,S
69.97,1.66,normais,vermelha,N
143.03,1.64,normais,vermelha,N
142.63,1.90,normais,clara,S
178.57,2.17,afiados,escura,N
169.27,2.14,afiados,clara,N
162.31,1.91,afiados,escura,N
135.47,1.72,afiados,vermelha,N
116.10,2.37,afiados,escura,N
91.00,1.82,normais,escura,S
54.23,2.37,normais,escura,S
141.46,2.12,afiados,escura,N
116.40,2.21,afiados,vermelha,N
123.03,2.26,normais,escura,S
101.16,1.74,afiados,escura,N
123.92,1.70,afiados,vermelha,N
101.89,1.96,normais,escura,S
57.33,1.76,afiados,vermelha,N
128.97,1.62,normais,vermelha,N
127.85,2.09,normais,escura,S
60.47,1.55,afiados,vermelha,N
133.98,1.85,afiados,vermelha,N
60.38,2.34,afiados,clara,S
126.83,2.11,afiados,clara,N
63.22,1.91,afiados,vermelha,S
64.58,1.97,normais,clara,N
63.39,1.93,normais,vermelha,S
174.41,1.77,afiados,clara,N
156.47,1.80,afiados,clara,N
77.26,1.85,afiados,clara,S
158.74,2.07,afiados,clara,N
50.77,2.18,normais,vermelha,S
167.50,1.85,normais,clara,S
104.88,2.15,afiados,clara,N
96.94,2.19,normais,vermelha,S
71.60,2.29,afiados,escura,S
177.08,1.92,afiados,vermelha,N
114.41,1.82,afiados,escura,N
165.91,2.02,normais,vermelha,N
147.51,1.63,normais,clara,S
166.45,2.13,normais,escura,N
149.24,1.77,afiados,escura,N
82.84,2.07,afiados,escura,S
96.79,1.84,afiados,clara,S
149.89,2.02,afiados,escura,N
144.08,1.91,afiados,vermelha,N
131.36,2.00,normais,vermelha,N
64.70,2.03,normais,clara,S
105.74,1.60,normais,clara,S
129.70,1.76,normais,vermelha,N
82.07,1.84,afiados,clara,S
68.71,1.98,normais,vermelha,S
143.09,1.61,normais,clara,S
134.32,2.37,afiados,escura,N
154.01,2.10,normais,clara,S
155.49,1.60,afiados,vermelha,N
160.26,2.32,normais,clara,S
56.94,1.70,normais,vermelha,N
127.57,1.70,afiados,vermelha,N
163.24,1.85,afiados,vermelha,N
123.75,2.35,normais,clara,S
57.29,1.86,afiados,clara,S
163.61,2.30,afiados,escura,N
144.02,2.24,normais,vermelha,N
102.32,2.12,afiados,vermelha,N
172.77,2.35,afiados,escura,N
112.97,2.33,normais,escura,S
74.24,2.14,afiados,escura,S
89.92,2.23,normais,escura,N
134.36,1.59,afiados,clara,N
146.77,2.13,normais,escura,S
122.31,2.16,afiados,vermelha,N
158.74,1.80,normais,clara,S
